Customer_ID,Blue's Rating,Rating Given,Company Chosen,Starting Location,Ending Location,Started Time,Ending Time,Unavailable Scooter,Breakdown,Breakdown Time
5,0.5,1,1,Queens,Stony,6,49,FALSE,TRUE,11
6,0.5,3,1,Manhattan,Jones,8,64,FALSE,TRUE,26
9,0.4995005,3,1,Manhattan,Jones,13,59,FALSE,TRUE,30
17,0.4995005,2,1,Jones,Manhattan,19,90,FALSE,TRUE,40
3,0.5,3,0,Manhattan,Queens,5,119,FALSE,TRUE,47
14,0.4995005,7,1,Jones,Manhattan,18,68,FALSE,TRUE,55
15,0.4995005,5,1,Manhattan,Queens,19,81,FALSE,TRUE,55
20,0.4995005,9,1,Stony,Queens,23,57,FALSE,FALSE,0
30,0.49652433,3,1,Queens,Manhattan,36,104,FALSE,TRUE,60
16,0.4995005,8,0,Queens,Stony,19,63,FALSE,FALSE,0
12,0.4995005,4,0,Queens,Manhattan,16,118,FALSE,TRUE,64
2,0.5,9,0,Queens,Manhattan,2,66,FALSE,FALSE,0
19,0.4995005,6,1,Jones,Stony,23,91,FALSE,TRUE,67
37,0.495540139,3,0,Jones,Manhattan,42,118,FALSE,TRUE,70
23,0.498007968,8,0,Stony,Queens,29,73,FALSE,FALSE,0
10,0.4995005,8,0,Jones,Manhattan,13,75,FALSE,FALSE,0
41,0.495540139,8,1,Stony,Queens,45,84,FALSE,TRUE,77
8,0.4995005,9,0,Manhattan,Jones,12,78,FALSE,FALSE,0
29,0.49652433,8,1,Manhattan,Jones,36,82,FALSE,FALSE,0
39,0.495540139,6,0,Queens,Manhattan,43,108,FALSE,TRUE,82
28,0.49652433,9,0,Queens,Stony,32,84,FALSE,FALSE,0
18,0.4995005,9,0,Queens,Manhattan,23,85,FALSE,FALSE,0
1,0.5,8,0,Stony,Jones,1,92,FALSE,FALSE,0
22,0.498007968,9,1,Jones,Manhattan,27,92,FALSE,FALSE,0
27,0.49652433,8,1,Stony,Jones,31,92,FALSE,FALSE,0
48,0.497035573,8,0,Stony,Queens,51,93,FALSE,FALSE,0
49,0.497035573,9,0,Queens,Stony,52,93,FALSE,FALSE,0
31,0.49652433,9,0,Stony,Jones,36,94,FALSE,FALSE,0
33,0.49652433,8,0,Manhattan,Jones,39,96,FALSE,FALSE,0
25,0.49652433,6,0,Queens,Manhattan,30,129,FALSE,TRUE,97
43,0.497035573,8,0,Manhattan,Jones,47,98,FALSE,FALSE,0
21,0.498007968,9,0,Manhattan,Jones,26,99,FALSE,FALSE,0
11,0.4995005,9,0,Manhattan,Queens,16,100,FALSE,FALSE,0
97,0.531914894,0,0,Jones,Manhattan,100,166,FALSE,TRUE,101
32,0.49652433,9,1,Jones,Manhattan,37,105,FALSE,FALSE,0
62,0.492944497,9,1,Queens,Stony,67,105,FALSE,FALSE,0
87,0.505190311,2,1,Queens,Stony,92,144,FALSE,TRUE,106
103,0.524193548,0,0,Queens,Stony,105,159,TRUE,FALSE,0
85,0.50928382,3,1,Stony,Queens,91,137,FALSE,TRUE,108
42,0.495540139,8,0,Manhattan,Jones,46,109,FALSE,FALSE,0
60,0.495742668,5,1,Queens,Manhattan,66,147,FALSE,TRUE,109
40,0.495540139,9,1,Queens,Manhattan,45,111,FALSE,FALSE,0
7,0.5,9,0,Manhattan,Queens,10,112,FALSE,FALSE,0
13,0.4995005,8,1,Manhattan,Queens,18,112,FALSE,FALSE,0
89,0.51607445,3,1,Stony,Queens,94,142,FALSE,TRUE,113
53,0.485521236,8,1,Stony,Queens,61,116,FALSE,FALSE,0
55,0.489463602,8,1,Queens,Stony,63,116,FALSE,FALSE,0
36,0.495540139,9,1,Manhattan,Queens,42,117,FALSE,FALSE,0
58,0.491412214,8,0,Jones,Manhattan,65,118,FALSE,FALSE,0
81,0.50928382,4,1,Stony,Jones,89,153,FALSE,TRUE,118
119,0.508384146,0,0,Queens,Manhattan,117,211,TRUE,FALSE,0
47,0.497035573,9,0,Queens,Manhattan,51,120,FALSE,FALSE,0
73,0.502274795,9,0,Queens,Stony,78,121,FALSE,FALSE,0
125,0.516393443,0,0,Queens,Stony,121,157,TRUE,FALSE,0
26,0.49652433,9,0,Jones,Stony,30,123,FALSE,FALSE,0
46,0.497035573,8,1,Queens,Manhattan,49,123,FALSE,FALSE,0
65,0.492944497,8,0,Jones,Manhattan,69,123,FALSE,FALSE,0
127,0.516393443,0,0,Queens,Manhattan,122,187,TRUE,FALSE,0
4,0.5,9,1,Manhattan,Queens,6,124,FALSE,FALSE,0
63,0.492944497,8,1,Stony,Queens,67,125,FALSE,FALSE,0
67,0.494371482,9,1,Queens,Stony,72,126,FALSE,FALSE,0
132,0.51300578,0,0,Queens,Stony,125,165,TRUE,FALSE,0
45,0.497035573,8,1,Jones,Stony,48,127,FALSE,FALSE,0
59,0.495742668,8,0,Manhattan,Jones,66,136,FALSE,TRUE,127
34,0.495540139,8,0,Manhattan,Queens,40,128,FALSE,FALSE,0
91,0.519327731,9,1,Queens,Stony,96,128,FALSE,FALSE,0
133,0.509691314,0,1,Jones,Manhattan,126,173,FALSE,TRUE,128
70,0.501848429,9,0,Manhattan,Jones,75,130,FALSE,FALSE,0
107,0.523349436,4,1,Jones,Stony,107,161,FALSE,TRUE,130
35,0.495540139,8,0,Jones,Stony,41,131,FALSE,FALSE,0
51,0.497035573,8,0,Manhattan,Jones,54,131,FALSE,FALSE,0
112,0.519337017,3,1,Stony,Jones,111,167,FALSE,TRUE,131
75,0.505347594,9,0,Manhattan,Jones,84,132,FALSE,FALSE,0
68,0.494371482,8,0,Stony,Jones,72,133,FALSE,FALSE,0
76,0.505347594,8,1,Jones,Manhattan,84,133,FALSE,FALSE,0
74,0.501347709,6,1,Queens,Manhattan,82,169,FALSE,TRUE,135
79,0.50928382,7,1,Queens,Manhattan,87,151,FALSE,TRUE,136
128,0.519385516,2,0,Jones,Manhattan,123,170,FALSE,TRUE,136
52,0.486931268,8,1,Queens,Manhattan,58,137,FALSE,FALSE,0
57,0.491412214,9,1,Manhattan,Queens,65,137,FALSE,FALSE,0
99,0.531914894,8,0,Queens,Stony,101,138,FALSE,FALSE,0
106,0.523349436,8,1,Queens,Stony,107,138,FALSE,FALSE,0
24,0.49652433,8,1,Manhattan,Queens,30,141,FALSE,FALSE,0
148,0.508164598,0,1,Stony,Queens,138,171,FALSE,TRUE,141
56,0.491412214,8,0,Jones,Stony,64,157,FALSE,TRUE,143
90,0.51607445,6,0,Queens,Manhattan,95,169,FALSE,TRUE,144
102,0.531914894,9,1,Stony,Queens,104,145,FALSE,FALSE,0
72,0.502274795,9,0,Manhattan,Queens,78,152,FALSE,TRUE,147
93,0.52173913,8,0,Queens,Stony,97,147,FALSE,FALSE,0
61,0.492944497,8,1,Manhattan,Queens,67,149,FALSE,FALSE,0
50,0.497035573,9,1,Jones,Stony,53,151,FALSE,FALSE,0
104,0.524193548,8,1,Jones,Manhattan,105,152,FALSE,FALSE,0
111,0.519337017,9,1,Queens,Stony,111,152,FALSE,FALSE,0
64,0.492944497,8,1,Queens,Manhattan,69,153,FALSE,FALSE,0
66,0.494371482,9,0,Stony,Jones,71,153,FALSE,FALSE,0
95,0.524916944,9,1,Manhattan,Jones,98,153,FALSE,FALSE,0
116,0.518259518,7,1,Jones,Stony,114,167,FALSE,TRUE,153
163,0.501549907,0,0,Manhattan,Jones,152,196,TRUE,FALSE,0
115,0.518259518,4,1,Stony,Jones,113,209,FALSE,TRUE,154
124,0.513128282,6,1,Jones,Stony,120,172,FALSE,TRUE,154
71,0.501848429,8,0,Queens,Manhattan,76,155,FALSE,FALSE,0
110,0.519337017,8,0,Manhattan,Jones,111,155,FALSE,FALSE,0
100,0.531914894,8,1,Jones,Manhattan,101,156,FALSE,FALSE,0
166,0.498803828,0,1,Queens,Manhattan,155,245,FALSE,TRUE,158
109,0.523052464,9,1,Stony,Jones,109,160,FALSE,TRUE,159
169,0.496428571,0,0,Queens,Manhattan,158,226,TRUE,FALSE,0
135,0.50911641,8,1,Queens,Stony,128,160,FALSE,FALSE,0
38,0.495540139,8,1,Manhattan,Queens,43,161,FALSE,FALSE,0
44,0.497035573,8,0,Queens,Manhattan,47,161,FALSE,FALSE,0
94,0.52173913,8,1,Jones,Stony,97,161,FALSE,FALSE,0
108,0.523052464,9,1,Queens,Stony,109,163,FALSE,FALSE,0
151,0.509980683,5,1,Stony,Queens,144,181,FALSE,TRUE,163
118,0.518259518,9,1,Jones,Manhattan,115,164,FALSE,FALSE,0
175,0.485302594,0,0,Queens,Manhattan,163,278,TRUE,FALSE,0
84,0.50928382,7,0,Queens,Manhattan,91,196,FALSE,TRUE,166
86,0.505190311,9,1,Manhattan,Queens,92,166,FALSE,FALSE,0
162,0.506892231,2,1,Manhattan,Jones,151,216,FALSE,TRUE,166
96,0.531914894,8,1,Queens,Manhattan,100,167,FALSE,FALSE,0
54,0.485521236,9,1,Manhattan,Queens,62,168,FALSE,FALSE,0
149,0.505523067,4,1,Stony,Jones,142,203,FALSE,TRUE,168
165,0.496962333,4,0,Stony,Queens,153,189,FALSE,TRUE,168
180,0.479661017,0,0,Queens,Manhattan,167,240,TRUE,FALSE,0
117,0.518259518,9,0,Manhattan,Jones,115,170,FALSE,FALSE,0
123,0.509818731,7,1,Manhattan,Queens,119,186,FALSE,TRUE,170
69,0.498137803,8,0,Manhattan,Queens,73,173,FALSE,FALSE,0
78,0.50928382,8,1,Queens,Manhattan,86,173,FALSE,FALSE,0
120,0.508384146,8,0,Stony,Queens,117,173,FALSE,FALSE,0
171,0.49145551,1,1,Jones,Stony,160,244,FALSE,TRUE,173
183,0.477336318,1,1,Jones,Manhattan,168,210,FALSE,TRUE,173
134,0.509691314,9,0,Stony,Queens,126,174,FALSE,FALSE,0
77,0.50928382,8,1,Manhattan,Queens,86,175,FALSE,FALSE,0
130,0.515988372,6,1,Jones,Stony,124,203,FALSE,TRUE,175
113,0.519470405,9,1,Queens,Manhattan,112,176,FALSE,FALSE,0
101,0.531914894,9,1,Stony,Jones,101,178,FALSE,FALSE,0
145,0.514018692,9,1,Jones,Manhattan,136,180,FALSE,FALSE,0
129,0.515988372,9,1,Queens,Manhattan,124,185,FALSE,FALSE,0
199,0.469809322,0,0,Manhattan,Jones,185,247,TRUE,TRUE,239
192,0.474331551,1,1,Jones,Stony,178,238,FALSE,TRUE,187
122,0.509818731,9,1,Queens,Manhattan,118,190,FALSE,FALSE,0
137,0.515089163,8,0,Jones,Manhattan,131,190,FALSE,FALSE,0
152,0.507042254,9,0,Stony,Queens,145,190,FALSE,FALSE,0
126,0.516393443,8,0,Manhattan,Queens,122,192,FALSE,FALSE,0
200,0.469809322,1,1,Queens,Stony,185,230,FALSE,TRUE,192
83,0.50928382,9,1,Manhattan,Queens,91,195,FALSE,FALSE,0
131,0.51300578,9,0,Manhattan,Jones,125,195,FALSE,FALSE,0
153,0.507042254,8,0,Manhattan,Jones,146,195,FALSE,FALSE,0
197,0.472059606,2,0,Queens,Stony,183,239,FALSE,TRUE,195
92,0.52173913,8,0,Manhattan,Queens,97,196,FALSE,FALSE,0
80,0.50928382,9,1,Manhattan,Queens,89,197,FALSE,FALSE,0
88,0.51607445,8,0,Queens,Manhattan,94,198,FALSE,FALSE,0
143,0.515782404,8,1,Queens,Manhattan,135,198,FALSE,FALSE,0
150,0.509980683,8,0,Jones,Manhattan,144,199,FALSE,FALSE,0
159,0.509766856,8,0,Manhattan,Queens,150,212,FALSE,TRUE,200
210,0.47917712,0,0,Queens,Stony,199,242,FALSE,TRUE,200
82,0.50928382,8,1,Queens,Manhattan,90,201,FALSE,FALSE,0
98,0.531914894,9,0,Manhattan,Queens,101,201,FALSE,FALSE,0
170,0.493783304,9,0,Stony,Queens,159,201,FALSE,FALSE,0
114,0.518259518,9,0,Queens,Manhattan,113,202,FALSE,FALSE,0
182,0.477336318,4,1,Manhattan,Jones,168,243,FALSE,TRUE,202
188,0.482589771,8,0,Stony,Queens,174,207,FALSE,TRUE,202
154,0.512349588,8,1,Queens,Stony,147,203,FALSE,FALSE,0
139,0.518064076,8,0,Jones,Manhattan,132,204,FALSE,FALSE,0
136,0.50911641,8,1,Jones,Stony,129,206,FALSE,FALSE,0
156,0.509766856,7,1,Manhattan,Jones,149,225,FALSE,TRUE,206
191,0.474331551,6,1,Queens,Stony,178,220,FALSE,TRUE,207
105,0.523349436,9,1,Manhattan,Queens,107,211,FALSE,FALSE,0
144,0.514018692,8,0,Manhattan,Jones,136,211,FALSE,FALSE,0
155,0.512349588,9,0,Manhattan,Jones,148,211,FALSE,FALSE,0
141,0.517869184,9,1,Queens,Manhattan,133,212,FALSE,FALSE,0
147,0.508164598,8,1,Jones,Manhattan,138,212,FALSE,FALSE,0
158,0.509766856,9,1,Jones,Stony,149,214,FALSE,FALSE,0
146,0.508250825,8,0,Jones,Stony,137,215,FALSE,FALSE,0
142,0.515782404,8,0,Manhattan,Queens,135,219,FALSE,FALSE,0
168,0.496428571,8,1,Queens,Manhattan,157,221,FALSE,FALSE,0
185,0.48004374,9,1,Jones,Manhattan,173,226,FALSE,TRUE,221
186,0.48004374,9,0,Stony,Queens,173,221,FALSE,FALSE,0
181,0.479661017,8,1,Jones,Manhattan,167,222,FALSE,FALSE,0
138,0.518064076,9,0,Queens,Manhattan,132,224,FALSE,FALSE,0
178,0.48183882,9,1,Queens,Manhattan,166,227,FALSE,FALSE,0
207,0.474012474,8,1,Queens,Stony,194,228,FALSE,FALSE,0
172,0.489250436,6,1,Manhattan,Queens,161,263,FALSE,TRUE,229
173,0.489250436,8,0,Jones,Stony,162,237,FALSE,TRUE,229
205,0.474012474,8,0,Queens,Stony,192,229,FALSE,FALSE,0
208,0.476946721,8,1,Stony,Queens,195,229,FALSE,FALSE,0
235,0.477632174,0,1,Queens,Manhattan,228,309,FALSE,TRUE,230
164,0.496962333,9,1,Jones,Stony,153,232,FALSE,FALSE,0
196,0.472059606,9,0,Manhattan,Jones,182,232,FALSE,FALSE,0
177,0.48183882,9,1,Manhattan,Queens,166,233,FALSE,FALSE,0
227,0.482582443,1,0,Jones,Stony,220,316,FALSE,TRUE,233
121,0.509818731,9,1,Manhattan,Queens,118,235,FALSE,FALSE,0
160,0.509766856,8,1,Jones,Stony,150,235,FALSE,FALSE,0
212,0.48540856,8,0,Queens,Stony,203,235,FALSE,FALSE,0
201,0.469809322,8,0,Stony,Queens,186,236,FALSE,FALSE,0
221,0.480652681,3,0,Manhattan,Jones,216,281,FALSE,TRUE,236
174,0.485302594,8,0,Manhattan,Queens,163,237,FALSE,FALSE,0
189,0.47662547,9,0,Stony,Jones,176,242,FALSE,FALSE,0
161,0.509766856,8,1,Stony,Jones,150,245,FALSE,FALSE,0
176,0.482798165,8,1,Queens,Manhattan,165,245,FALSE,FALSE,0
140,0.517869184,8,1,Manhattan,Queens,133,246,FALSE,FALSE,0
203,0.472062663,5,1,Queens,Manhattan,190,294,FALSE,TRUE,247
242,0.477676636,1,0,Stony,Jones,236,316,FALSE,TRUE,247
167,0.496428571,9,1,Manhattan,Queens,157,248,FALSE,FALSE,0
184,0.477336318,9,1,Queens,Manhattan,169,259,FALSE,TRUE,250
219,0.480733083,9,1,Stony,Queens,212,250,FALSE,FALSE,0
224,0.482582443,4,1,Manhattan,Jones,219,288,FALSE,TRUE,250
202,0.472062663,8,1,Manhattan,Jones,190,263,FALSE,TRUE,251
216,0.482494005,9,0,Manhattan,Jones,209,251,FALSE,FALSE,0
157,0.509766856,9,0,Queens,Manhattan,149,254,FALSE,FALSE,0
179,0.48183882,9,1,Jones,Stony,166,255,FALSE,FALSE,0
204,0.472062663,8,0,Manhattan,Jones,191,256,FALSE,FALSE,0
243,0.479481641,3,1,Jones,Manhattan,237,292,FALSE,TRUE,256
254,0.470247934,0,1,Jones,Manhattan,255,315,FALSE,TRUE,256
214,0.487403101,8,0,Manhattan,Jones,205,257,FALSE,FALSE,0
225,0.482582443,4,1,Queens,Manhattan,219,297,FALSE,TRUE,257
232,0.48132969,9,1,Queens,Stony,225,261,FALSE,TRUE,258
223,0.480652681,9,1,Manhattan,Jones,217,259,FALSE,FALSE,0
193,0.474331551,8,0,Jones,Stony,179,260,FALSE,FALSE,0
220,0.47870847,8,0,Queens,Stony,214,262,FALSE,FALSE,0
209,0.477078086,9,1,Jones,Manhattan,198,264,FALSE,FALSE,0
253,0.472003318,1,0,Manhattan,Queens,254,342,FALSE,TRUE,264
263,0.470848412,0,1,Manhattan,Queens,265,351,FALSE,TRUE,266
267,0.470848412,0,1,Manhattan,Queens,268,335,FALSE,TRUE,269
206,0.474012474,8,0,Jones,Stony,193,270,FALSE,FALSE,0
226,0.482582443,8,0,Stony,Queens,219,271,FALSE,FALSE,0
195,0.472059606,9,0,Queens,Manhattan,181,272,FALSE,FALSE,0
190,0.47662547,9,1,Queens,Manhattan,177,274,FALSE,FALSE,0
194,0.472059606,9,1,Queens,Manhattan,180,274,FALSE,FALSE,0
228,0.479195245,8,1,Manhattan,Jones,222,281,FALSE,TRUE,274
233,0.48132969,8,0,Queens,Stony,226,274,FALSE,FALSE,0
217,0.482494005,9,1,Manhattan,Queens,210,276,FALSE,FALSE,0
237,0.478377173,9,0,Queens,Stony,229,276,FALSE,FALSE,0
213,0.487403101,9,0,Jones,Stony,204,277,FALSE,FALSE,0
241,0.476882431,9,1,Queens,Stony,234,280,FALSE,FALSE,0
215,0.482494005,9,0,Jones,Manhattan,207,281,FALSE,FALSE,0
240,0.478549314,4,1,Queens,Manhattan,232,349,FALSE,TRUE,281
218,0.484604453,8,1,Jones,Manhattan,211,282,FALSE,FALSE,0
236,0.477632174,8,0,Jones,Manhattan,228,282,FALSE,FALSE,0
187,0.482589771,8,1,Manhattan,Queens,174,283,FALSE,FALSE,0
244,0.479481641,9,0,Manhattan,Jones,240,284,FALSE,FALSE,0
283,0.474885845,0,0,Manhattan,Queens,285,376,TRUE,TRUE,307
